Id,updatedtime,device_id
557,1160,"0.0024749999999999998,33,""2024-08-27 23:59:03"",""{""V1"": ""769270.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
558,1161,"0.012375,165,""2024-08-27 23:59:03"",""{""V1"": ""1408590.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
559,1162,"0.006149999999999999,82,""2024-08-27 23:59:03"",""{""V1"": ""3632820.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
560,1163,"0.0048000000000000004,64,""2024-08-27 23:59:03"",""{""V1"": ""710530.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
562,1165,"0.00525,70,""2024-08-27 23:59:03"",""{""V1"": ""1204110.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
563,1166,"0.014700000000000001,196,""2024-08-27 23:59:03"",""{""V1"": ""2741460.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
564,1167,"0.010575,141,""2024-08-27 23:59:03"",""{""V1"": ""1384270.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
565,1168,"0.005849999999999999,78,""2024-08-27 23:59:03"",""{""V1"": ""2049379.88""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
566,1143,"0.0032249999999999996,43,""2024-08-28 23:59:03"",""{""V1"": ""28980442.00"", ""V9"": {""B"": ""9559574.00"", ""R"": ""9779749.00"", ""Y"": ""9641119.00""}}"",1.5,1.4,1.4,NULL,NULL,NULL,NULL,NULL"
567,1145,"0.0068249999999999995,91,""2024-08-28 23:59:03"",""{""V1"": ""10576823.00"", ""V9"": {""B"": ""3549600.75"", ""R"": ""3465379.75"", ""Y"": ""3561842.75""}}"",3.0,3.0,3.0,NULL,NULL,NULL,NULL,NULL"
568,1146,"0,0,""2024-08-28 23:59:03"",""{""V1"": ""10702749.00"", ""V9"": {""B"": ""3578112.25"", ""R"": ""3514576.25"", ""Y"": ""3610061.00""}}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
569,1147,"0,0,""2024-08-28 23:59:03"",""{""V1"": ""339507.50"", ""V9"": {""B"": ""112911.64"", ""R"": ""113192.14"", ""Y"": ""113403.71""}}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
570,1148,"0,0,""2024-08-28 23:59:03"",""{""V1"": ""123172.20"", ""V9"": {""B"": ""40056.68"", ""R"": ""61038.23"", ""Y"": ""22077.29""}}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
571,1149,"0,0,""2024-08-28 23:59:03"",""{""V1"": ""173890.33"", ""V9"": {""B"": ""57666.20"", ""R"": ""57338.53"", ""Y"": ""58885.59""}}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
572,1151,"0.00022499999999999997,3,""2024-08-28 23:59:03"",""{""V1"": ""240208.22"", ""V9"": {""B"": ""0.00"", ""R"": ""240208.20"", ""Y"": ""0.00""}}"",0.3,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
573,1152,"0.0020999999999999994,28,""2024-08-28 23:59:03"",""{""V1"": ""119302.56"", ""V9"": {""B"": ""64320.69"", ""R"": ""24981.39"", ""Y"": ""30000.55""}}"",0.5,0.6,1.7,NULL,NULL,NULL,NULL,NULL"
574,1154,"0.008850000000000002,118,""2024-08-28 23:59:03"",""{""V1"": ""2175550.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
575,1155,"0.029325000000000004,391,""2024-08-28 23:59:03"",""{""V1"": 2294093}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
576,1156,"0.005625,75,""2024-08-28 23:59:03"",""{""V1"": ""808420.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
577,1157,"0.0036750000000000003,49,""2024-08-28 23:59:03"",""{""V1"": ""447440.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
578,1158,"0.009149999999999998,122,""2024-08-28 23:59:03"",""{""V1"": ""1538100.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
579,1159,"0.01785,238,""2024-08-28 23:59:03"",""{""V1"": ""3576480.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
580,1160,"0.00825,110,""2024-08-28 23:59:03"",""{""V1"": ""780250.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
581,1161,"0.01005,134,""2024-08-28 23:59:03"",""{""V1"": ""1421950.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
582,1162,"0.0068249999999999995,91,""2024-08-28 23:59:03"",""{""V1"": ""3641910.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
583,1163,"0.003974999999999999,53,""2024-08-28 23:59:03"",""{""V1"": ""715820.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
585,1165,"0.006075,81,""2024-08-28 23:59:03"",""{""V1"": ""1212240.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
586,1166,"0.014100000000000001,188,""2024-08-28 23:59:03"",""{""V1"": ""2760270.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
587,1167,"0.008175,109,""2024-08-28 23:59:03"",""{""V1"": ""1395140.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
588,1168,"0.005925000000000001,79,""2024-08-28 23:59:03"",""{""V1"": ""2057329.87""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
589,1143,"0.408525,5447,""2024-08-29 23:59:03"",""{""V1"": ""29525160.00"", ""V9"": {""B"": ""9739123.00"", ""R"": ""9966923.00"", ""Y"": ""9819116.00""}}"",187.2,178.0,179.5,NULL,NULL,NULL,NULL,NULL"
590,1145,"0.30165,4022,""2024-08-29 23:59:03"",""{""V1"": ""10979038.00"", ""V9"": {""B"": ""3685130.00"", ""R"": ""3598327.50"", ""Y"": ""3695637.75""}}"",132.9,133.8,135.5,NULL,NULL,NULL,NULL,NULL"
591,1146,"0,0,""2024-08-29 23:59:03"",""{""V1"": ""10702749.00"", ""V9"": {""B"": ""3578112.25"", ""R"": ""3514576.25"", ""Y"": ""3610061.00""}}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
592,1147,"0,0,""2024-08-29 23:59:03"",""{""V1"": ""339507.50"", ""V9"": {""B"": ""112911.64"", ""R"": ""113192.14"", ""Y"": ""113403.71""}}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
593,1148,"0.000675,9,""2024-08-29 23:59:03"",""{""V1"": ""124110.84"", ""V9"": {""B"": ""40369.64"", ""R"": ""61506.41"", ""Y"": ""22234.79""}}"",0.5,0.2,0.3,NULL,NULL,NULL,NULL,NULL"
594,1149,"0.007425000000000001,99,""2024-08-29 23:59:03"",""{""V1"": ""183813.47"", ""V9"": {""B"": ""60961.44"", ""R"": ""60614.30"", ""Y"": ""62237.73""}}"",3.3,3.4,3.3,NULL,NULL,NULL,NULL,NULL"
595,1151,"0.006675,89,""2024-08-29 23:59:03"",""{""V1"": ""249122.36"", ""V9"": {""B"": ""0.00"", ""R"": ""249123.80"", ""Y"": ""0.00""}}"",8.9,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
596,1152,"0.0014249999999999998,19,""2024-08-29 23:59:03"",""{""V1"": ""121228.92"", ""V9"": {""B"": ""65556.80"", ""R"": ""25281.79"", ""Y"": ""30390.54""}}"",0.3,0.4,1.2,NULL,NULL,NULL,NULL,NULL"
597,1154,"0.008100000000000001,108,""2024-08-29 23:59:03"",""{""V1"": ""2186380.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
598,1155,"0.018375,245,""2024-08-29 23:59:03"",""{""V1"": 2318633}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
599,1156,"0.005699999999999999,76,""2024-08-29 23:59:03"",""{""V1"": ""816040.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
600,1157,"0.0032249999999999996,43,""2024-08-29 23:59:03"",""{""V1"": ""451770.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
601,1158,"0.00975,130,""2024-08-29 23:59:03"",""{""V1"": ""1551140.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
602,1159,"0.016950000000000003,226,""2024-08-29 23:59:03"",""{""V1"": ""3599050.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
603,1160,"0.00015000000000000001,2,""2024-08-29 23:59:03"",""{""V1"": ""780490.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
604,1161,"0.012600000000000002,168,""2024-08-29 23:59:03"",""{""V1"": ""1438720.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
605,1162,"0.008850000000000002,118,""2024-08-29 23:59:03"",""{""V1"": ""3653690.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
606,1163,"0.00435,58,""2024-08-29 23:59:03"",""{""V1"": ""721660.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
608,1165,"0.006300000000000001,84,""2024-08-29 23:59:03"",""{""V1"": ""1220600.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
609,1166,"0.015225,203,""2024-08-29 23:59:03"",""{""V1"": ""2780610.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
610,1167,"0.008850000000000002,118,""2024-08-29 23:59:03"",""{""V1"": ""1406960.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
611,1168,"0.005775000000000001,77,""2024-08-29 23:59:03"",""{""V1"": ""2065060.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
613,1143,"0.7005750000000001,9341,""2024-08-30 23:59:04"",""{""V1"": ""30459216.00"", ""V9"": {""B"": ""10049658.00"", ""R"": ""10282913.00"", ""Y"": ""10126647.00""}}"",0.0,174.3,223.5,NULL,NULL,NULL,NULL,NULL"
614,1145,"0.27172500000000005,3623,""2024-08-30 23:59:04"",""{""V1"": ""11341364.00"", ""V9"": {""B"": ""3807661.00"", ""R"": ""3717839.75"", ""Y"": ""3815863.00""}}"",119.5,120.2,122.5,NULL,NULL,NULL,NULL,NULL"
615,1146,"0.26482500000000003,3531,""2024-08-30 23:59:04"",""{""V1"": ""11055822.00"", ""V9"": {""B"": ""3696712.50"", ""R"": ""3631392.75"", ""Y"": ""3727716.25""}}"",116.8,117.7,118.6,NULL,NULL,NULL,NULL,NULL"
616,1147,"0,0,""2024-08-30 23:59:04"",""{""V1"": ""339507.50"", ""V9"": {""B"": ""112911.64"", ""R"": ""113192.14"", ""Y"": ""113403.71""}}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
617,1148,"0,0,""2024-08-30 23:59:04"",""{""V1"": ""124110.84"", ""V9"": {""B"": ""40369.64"", ""R"": ""61506.41"", ""Y"": ""22234.79""}}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
618,1149,"0.01215,162,""2024-08-30 23:59:04"",""{""V1"": ""200013.72"", ""V9"": {""B"": ""66368.35"", ""R"": ""65964.39"", ""Y"": ""67680.97""}}"",5.4,5.4,5.4,NULL,NULL,NULL,NULL,NULL"
619,1151,"0.006675,89,""2024-08-30 23:59:04"",""{""V1"": ""258011.20"", ""V9"": {""B"": ""0.00"", ""R"": ""258013.34"", ""Y"": ""0.00""}}"",8.9,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
620,1152,"0.003375,45,""2024-08-30 23:59:04"",""{""V1"": ""125735.43"", ""V9"": {""B"": ""68228.96"", ""R"": ""26108.59"", ""Y"": ""31397.95""}}"",0.8,1.0,2.7,NULL,NULL,NULL,NULL,NULL"
621,1154,"0.005699999999999999,76,""2024-08-30 23:59:04"",""{""V1"": ""2193960.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
622,1155,"0.015524999999999999,207,""2024-08-30 23:59:04"",""{""V1"": 2339365}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
623,1156,"0.0046500000000000005,62,""2024-08-30 23:59:04"",""{""V1"": ""822210.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
624,1157,"0.003974999999999999,53,""2024-08-30 23:59:04"",""{""V1"": ""457110.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
625,1158,"0.005849999999999999,78,""2024-08-30 23:59:04"",""{""V1"": ""1558890.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
626,1159,"0.018075000000000004,241,""2024-08-30 23:59:04"",""{""V1"": ""3623100.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
627,1160,"0.000375,5,""2024-08-30 23:59:04"",""{""V1"": ""780950.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
628,1161,"0.011850000000000001,158,""2024-08-30 23:59:04"",""{""V1"": ""1454540.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
629,1162,"0.008175,109,""2024-08-30 23:59:04"",""{""V1"": ""3664610.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
630,1163,"0.004574999999999999,61,""2024-08-30 23:59:04"",""{""V1"": ""727740.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
632,1165,"0.006449999999999999,86,""2024-08-30 23:59:04"",""{""V1"": ""1229210.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
633,1166,"0.014850000000000002,198,""2024-08-30 23:59:04"",""{""V1"": ""2800410.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
634,1167,"0.005475,73,""2024-08-30 23:59:04"",""{""V1"": ""1414210.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
635,1168,"0.006300000000000001,84,""2024-08-30 23:59:04"",""{""V1"": ""2073510.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
636,1143,"0.66525,8870,""2024-08-31 23:59:05"",""{""V1"": ""31346228.00"", ""V9"": {""B"": ""10344769.00"", ""R"": ""10581923.00"", ""Y"": ""10419537.00""}}"",299.0,292.9,295.1,NULL,NULL,NULL,NULL,NULL"
637,1145,"0.25305,3374,""2024-08-31 23:59:05"",""{""V1"": ""11678736.00"", ""V9"": {""B"": ""3921949.50"", ""R"": ""3828586.00"", ""Y"": ""3928201.00""}}"",110.7,112.3,114.3,NULL,NULL,NULL,NULL,NULL"
638,1146,"0.256275,3417,""2024-08-31 23:59:05"",""{""V1"": ""11397528.00"", ""V9"": {""B"": ""3811628.00"", ""R"": ""3743869.50"", ""Y"": ""3842031.50""}}"",112.5,114.3,114.9,NULL,NULL,NULL,NULL,NULL"
639,1147,"0,0,""2024-08-31 23:59:05"",""{""V1"": ""339507.50"", ""V9"": {""B"": ""112911.64"", ""R"": ""113192.14"", ""Y"": ""113403.71""}}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
640,1148,"0,0,""2024-08-31 23:59:05"",""{""V1"": ""124110.84"", ""V9"": {""B"": ""40369.64"", ""R"": ""61506.41"", ""Y"": ""22234.79""}}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
641,1149,"0.012225000000000001,163,""2024-08-31 23:59:05"",""{""V1"": ""216341.25"", ""V9"": {""B"": ""71826.80"", ""R"": ""71323.50"", ""Y"": ""73190.95""}}"",5.4,5.5,5.5,NULL,NULL,NULL,NULL,NULL"
642,1151,"0.00675,90,""2024-08-31 23:59:05"",""{""V1"": ""266978.91"", ""V9"": {""B"": ""0.00"", ""R"": ""266978.91"", ""Y"": ""0.00""}}"",9.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
643,1152,"0.0023250000000000002,31,""2024-08-31 23:59:05"",""{""V1"": ""128877.33"", ""V9"": {""B"": ""70225.56"", ""R"": ""26573.79"", ""Y"": ""32078.06""}}"",0.5,0.7,2.0,NULL,NULL,NULL,NULL,NULL"
644,1154,"0.0008999999999999999,12,""2024-08-31 23:59:05"",""{""V1"": ""2195160.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
645,1155,"0.014850000000000002,198,""2024-08-31 23:59:05"",""{""V1"": 2359164}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
646,1156,"0,0,""2024-08-31 23:59:05"",""{""V1"": ""822230.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
647,1157,"0,0,""2024-08-31 23:59:05"",""{""V1"": ""457110.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
648,1158,"0.0035250000000000004,47,""2024-08-31 23:59:05"",""{""V1"": ""1563600.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
649,1159,"0.008175,109,""2024-08-31 23:59:05"",""{""V1"": ""3634030.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
650,1160,"0,0,""2024-08-31 23:59:05"",""{""V1"": ""780990.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
651,1161,"0.002625,35,""2024-08-31 23:59:05"",""{""V1"": ""1458010.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
652,1162,"0.00030000000000000003,4,""2024-08-31 23:59:05"",""{""V1"": ""3664980.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
653,1163,"0,0,""2024-08-31 23:59:05"",""{""V1"": ""727740.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
655,1165,"0.0027,36,""2024-08-31 23:59:05"",""{""V1"": ""1232820.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
656,1166,"0.009899999999999999,132,""2024-08-31 23:59:05"",""{""V1"": ""2813580.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
657,1167,"0.0028499999999999997,38,""2024-08-31 23:59:05"",""{""V1"": ""1418010.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
658,1168,"0.0030749999999999996,41,""2024-08-31 23:59:05"",""{""V1"": ""2077659.87""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
659,1173,"0,0,""2024-08-31 23:59:05"",""{""V1"": ""9369685.00"", ""V9"": {""B"": ""2060493.00"", ""R"": ""3323228.25"", ""Y"": ""3985968.75""}}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
661,1143,"0.723375,9645,""2024-09-01 23:59:03"",""{""V1"": ""32310696.00"", ""V9"": {""B"": ""10666782.00"", ""R"": ""10905519.00"", ""Y"": ""10738394.00""}}"",323.6,318.9,322.0,NULL,NULL,NULL,NULL,NULL"
662,1145,"0.23954999999999999,3194,""2024-09-01 23:59:03"",""{""V1"": ""11998143.00"", ""V9"": {""B"": ""4030502.00"", ""R"": ""3933065.75"", ""Y"": ""4034634.00""}}"",104.5,106.4,108.6,NULL,NULL,NULL,NULL,NULL"
663,1146,"0.23925,3190,""2024-09-01 23:59:03"",""{""V1"": ""11716568.00"", ""V9"": {""B"": ""3919166.50"", ""R"": ""3848586.00"", ""Y"": ""3948874.25""}}"",104.7,106.8,107.5,NULL,NULL,NULL,NULL,NULL"
664,1147,"0,0,""2024-09-01 23:59:03"",""{""V1"": ""339507.50"", ""V9"": {""B"": ""112911.64"", ""R"": ""113192.14"", ""Y"": ""113403.71""}}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
665,1148,"0.01275,170,""2024-09-01 23:59:03"",""{""V1"": ""141078.58"", ""V9"": {""B"": ""45728.46"", ""R"": ""69934.55"", ""Y"": ""25419.56""}}"",8.4,3.2,5.4,NULL,NULL,NULL,NULL,NULL"
666,1149,"0,0,""2024-09-01 23:59:03"",""{""V1"": ""216341.25"", ""V9"": {""B"": ""71826.80"", ""R"": ""71323.50"", ""Y"": ""73190.95""}}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
667,1151,"0.005775000000000001,77,""2024-09-01 23:59:03"",""{""V1"": ""274640.56"", ""V9"": {""B"": ""0.00"", ""R"": ""274642.00"", ""Y"": ""0.00""}}"",7.7,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
668,1152,"0.0014249999999999998,19,""2024-09-01 23:59:03"",""{""V1"": ""130728.24"", ""V9"": {""B"": ""71650.50"", ""R"": ""26746.93"", ""Y"": ""32330.92""}}"",0.2,0.3,1.4,NULL,NULL,NULL,NULL,NULL"
669,1154,"0.0009750000000000001,13,""2024-09-01 23:59:03"",""{""V1"": ""2196410.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
670,1155,"0.01275,170,""2024-09-01 23:59:03"",""{""V1"": 2376138}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
671,1156,"0,0,""2024-09-01 23:59:03"",""{""V1"": ""822230.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
672,1157,"0,0,""2024-09-01 23:59:03"",""{""V1"": ""457110.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
673,1158,"0.002625,35,""2024-09-01 23:59:03"",""{""V1"": ""1567060.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
674,1159,"0.00825,110,""2024-09-01 23:59:03"",""{""V1"": ""3645000.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
675,1160,"0,0,""2024-09-01 23:59:03"",""{""V1"": ""780990.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
676,1161,"0.0027,36,""2024-09-01 23:59:03"",""{""V1"": ""1461610.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
677,1162,"0.00030000000000000003,4,""2024-09-01 23:59:03"",""{""V1"": ""3665390.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
678,1163,"0,0,""2024-09-01 23:59:03"",""{""V1"": ""727740.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
680,1165,"0.0016500000000000002,22,""2024-09-01 23:59:03"",""{""V1"": ""1235010.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
681,1166,"0.010649999999999998,142,""2024-09-01 23:59:03"",""{""V1"": ""2827730.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
682,1167,"0.0016500000000000002,22,""2024-09-01 23:59:03"",""{""V1"": ""1420250.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
683,1168,"0.00345,46,""2024-09-01 23:59:03"",""{""V1"": ""2082220.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
684,1173,"0,0,""2024-09-01 23:59:03"",""{""V1"": ""9369685.00"", ""V9"": {""B"": ""2060493.00"", ""R"": ""3323228.25"", ""Y"": ""3985968.75""}}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
686,1143,"0.6099000000000001,8132,""2024-09-02 23:59:04"",""{""V1"": ""33123876.00"", ""V9"": {""B"": ""10936700.00"", ""R"": ""11181258.00"", ""Y"": ""11005918.00""}}"",275.7,267.5,269.9,NULL,NULL,NULL,NULL,NULL"
687,1145,"0.27614999999999995,3682,""2024-09-02 23:59:04"",""{""V1"": ""12366356.00"", ""V9"": {""B"": ""4155096.75"", ""R"": ""4054380.00"", ""Y"": ""4156936.75""}}"",121.3,122.3,124.6,NULL,NULL,NULL,NULL,NULL"
688,1146,"0.1443,1924,""2024-09-02 23:59:04"",""{""V1"": ""11908963.00"", ""V9"": {""B"": ""3983796.25"", ""R"": ""3912088.75"", ""Y"": ""4013078.25""}}"",63.5,64.2,64.6,NULL,NULL,NULL,NULL,NULL"
689,1147,"0.072525,967,""2024-09-02 23:59:04"",""{""V1"": ""436255.44"", ""V9"": {""B"": ""145223.83"", ""R"": ""145448.91"", ""Y"": ""145611.11""}}"",32.3,32.2,32.3,NULL,NULL,NULL,NULL,NULL"
690,1148,"0.001125,15,""2024-09-02 23:59:04"",""{""V1"": ""142623.45"", ""V9"": {""B"": ""46207.01"", ""R"": ""70697.16"", ""Y"": ""25719.29""}}"",0.8,0.3,0.5,NULL,NULL,NULL,NULL,NULL"
691,1149,"0.011550000000000001,154,""2024-09-02 23:59:04"",""{""V1"": ""231789.28"", ""V9"": {""B"": ""76986.50"", ""R"": ""76421.45"", ""Y"": ""78381.32""}}"",5.1,5.2,5.2,NULL,NULL,NULL,NULL,NULL"
692,1151,"0.006449999999999999,86,""2024-09-02 23:59:04"",""{""V1"": ""283228.66"", ""V9"": {""B"": ""0.00"", ""R"": ""283230.06"", ""Y"": ""0.00""}}"",8.6,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
693,1152,"0.0029249999999999996,39,""2024-09-02 23:59:04"",""{""V1"": ""134624.58"", ""V9"": {""B"": ""74035.36"", ""R"": ""27405.53"", ""Y"": ""33183.78""}}"",0.7,0.9,2.4,NULL,NULL,NULL,NULL,NULL"
694,1154,"0.008025,107,""2024-09-02 23:59:04"",""{""V1"": ""2207109.75""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
695,1155,"0.007350000000000001,98,""2024-09-02 23:59:04"",""{""V1"": 2385973}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
696,1156,"0.003375,45,""2024-09-02 23:59:04"",""{""V1"": ""826700.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
697,1157,"0.004125,55,""2024-09-02 23:59:04"",""{""V1"": ""462620.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
698,1158,"0.009075,121,""2024-09-02 23:59:04"",""{""V1"": ""1579180.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
699,1159,"0.019125,255,""2024-09-02 23:59:04"",""{""V1"": ""3670500.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
700,1160,"0.0046500000000000005,62,""2024-09-02 23:59:04"",""{""V1"": ""787220.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
701,1161,"0.010125,135,""2024-09-02 23:59:04"",""{""V1"": ""1475120.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
702,1162,"0.007949999999999999,106,""2024-09-02 23:59:04"",""{""V1"": ""3676010.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
703,1163,"0.005775000000000001,77,""2024-09-02 23:59:04"",""{""V1"": ""735390.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
705,1165,"0.006975,93,""2024-09-02 23:59:04"",""{""V1"": ""1244320.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
706,1166,"0.016425,219,""2024-09-02 23:59:04"",""{""V1"": ""2849610.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
707,1167,"0.008850000000000002,118,""2024-09-02 23:59:04"",""{""V1"": ""1432070.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
708,1168,"0.005925000000000001,79,""2024-09-02 23:59:04"",""{""V1"": ""2090129.88""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
709,1173,"0,0,""2024-09-02 23:59:04"",""{""V1"": ""9369685.00"", ""V9"": {""B"": ""2060493.00"", ""R"": ""3323228.25"", ""Y"": ""3985968.75""}}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
